rownumber,id,name,address,license desc,business desc,lat,lon,the_geom,state,county,tract,block,geoid,name,tract_block 
14364,1573576-20160916,Fairmont Hotels & Resorts (U.S.) Inc.,200 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.886005833,-87.62082895700001,"MULTIPOLYGON (((-87.76721300005873 41.79358900078212, -87.76721799961275 41.79376599948912, -87.76722500008617 41.793980999490934, -87.76662499989105 41.793988000040066, -87.76661299924213 41.79357599985134, -87.7666179996443 41.793531999788016, -87.76664899964733 41.79348500014156, -87.76665399971618 41.793448000346146, -87.76662799910063 41.792651000703316, -87.76694399995557 41.7926440003258, -87.7671890001983 41.792639999425255, -87.76719300011595 41.79282899949127, -87.76720800064354 41.79339900002168, -87.76721300005873 41.79358900078212)))",17,31,560800,1030,170000000000000.0,Block 1030,5608001030
14404,1573572-20160916,Fairmont Hotels & Resorts (U.S.) Inc.,200 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.886005833,-87.62082895700001,"MULTIPOLYGON (((-87.62860400037972 41.871011000000365, -87.62861099981562 41.87130000042677, -87.62860999982055 41.87133500047618, -87.62861400078944 41.8715249998244, -87.62862699968673 41.872097000000096, -87.62863200038973 41.87228800033493, -87.62839900080064 41.87228999976287, -87.62813000008765 41.872294000598735, -87.62770100008264 41.87229899947951, -87.6276269997271 41.87230100000462, -87.62761700072592 41.87180499981325, -87.62761100037692 41.87154099988218, -87.6275899994794 41.8710109999369, -87.62860400037972 41.871011000000365)))",17,31,839000,3001,170000000000000.0,Block 3001,8390003001
14977,1573570-20160916,Fairmont Hotels & Resorts (U.S.) Inc.,200 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.886005833,-87.62082895700001,"MULTIPOLYGON (((-87.54960399991248 41.73787699973034, -87.54893100010449 41.737884999693854, -87.54891700026302 41.73778200011636, -87.5489060002834 41.73769100031238, -87.54885299991523 41.73741299968683, -87.54908899951778 41.7374089996819, -87.5493520000137 41.73740599915294, -87.54980000053783 41.73740000012539, -87.55003800016188 41.73739700040532, -87.55007099971525 41.73739599997348, -87.55017299968328 41.73739499987135, -87.55020700042593 41.73739500022264, -87.55020999980572 41.737758999529625, -87.55021100011449 41.73787000009304, -87.54960399991248 41.73787699973034)))",17,31,460200,2018,170000000000000.0,Block 2018,4602002018
15263,1573571-20160916,Fairmont Hotels & Resorts (U.S.) Inc.,200 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.886005833,-87.62082895700001,"MULTIPOLYGON (((-87.6071950006439 41.734332000346846, -87.60920400005668 41.73429899985213, -87.60961600081882 41.73429700013602, -87.60962199935904 41.73456999990968, -87.60962699969177 41.73475299945812, -87.60914199948064 41.73475999983944, -87.60768900084945 41.73478099954029, -87.60720499988219 41.734789000157676, -87.60720100051161 41.73460599963904, -87.6071950006439 41.734332000346846)))",17,31,440700,1012,170000000000000.0,Block 1012,4407001012
15331,2333014-20160916,BAR TAKITO LLC,952 W LAKE ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.885699219,-87.65184383100001,"MULTIPOLYGON (((-87.57319999938244 41.71524300037611, -87.57247799980327 41.715254999477004, -87.57246900038703 41.71478399968278, -87.57274399979379 41.714791000017684, -87.57281999991972 41.714796999759926, -87.57285500045109 41.71480699945433, -87.57291100034632 41.714844999887084, -87.57297699974133 41.71491100027149, -87.57313900043613 41.7151239999278, -87.57319999938244 41.71524300037611)))",17,31,510300,4004,170000000000000.0,Block 4004,5103004004
15353,2340438-20161016,1732 N MILWAUKEE RESTAURANT LLC,1732 N MILWAUKEE AVE 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.912730418,-87.68132703299999,"MULTIPOLYGON (((-87.77904600018338 41.948472999191615, -87.77905299970836 41.9486550000944, -87.77905499982374 41.94870199990559, -87.7790640005108 41.948931999984, -87.77907299972428 41.9491579998684, -87.77907399971821 41.94920100007204, -87.77908200041347 41.949383000381474, -87.77859300055503 41.949387999841036, -87.77712899949915 41.94940499988652, -87.77707900087981 41.9494060001185, -87.77664200035585 41.94941400000433, -87.77663499943404 41.94923100051101, -87.77663399918876 41.949185999748444, -87.77662499970852 41.94895700067537, -87.77661600003856 41.94872900006042, -87.77661399904167 41.94868300047417, -87.7766080002294 41.948500999782446, -87.7770950001148 41.94849499971085, -87.77855799984097 41.94847799973511, -87.77904600018338 41.948472999191615)))",17,31,170200,1015,170000000000000.0,Block 1015,1702001015
15385,2013698-20100326,"HIGHLAND PARK CVS, L.L.C.",120 S LA SALLE ST 1ST,Package Goods,Retail Sales of Packaged Liquor,41.880075102,-87.632457875,"MULTIPOLYGON (((-87.67577699987433 41.84971899948168, -87.67578000056099 41.84984600056413, -87.67578199998853 41.84997399979715, -87.67546199937664 41.8499840005486, -87.67524299934259 41.84998700005722, -87.67522399963215 41.8494030005855, -87.6752429992236 41.84922300061882, -87.67545099975106 41.84914599987793, -87.6757620004687 41.84902400038542, -87.67576700014934 41.84923799986813, -87.67576700058156 41.8492670000187, -87.67577099978826 41.84945099963524, -87.67577399982221 41.849585000010165, -87.67577500021413 41.849633000484594, -87.67577699987433 41.84971899948168)))",17,31,843200,1008,170000000000000.0,Block 1008,8432001008
15471,2418066-20160908,"MOVIE GRILL CONCEPTS XXVI, LLC",210 W 87TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.736217961,-87.629310437,"MULTIPOLYGON (((-87.5630870009204 41.679434000053384, -87.56279900009734 41.6794299995401, -87.56193600086189 41.679421000435774, -87.56164899946371 41.67941800045806, -87.56164400045611 41.67910500013053, -87.56163200007279 41.67816699967092, -87.56162799921199 41.677854999986685, -87.56190399985987 41.677856000273565, -87.56273400037209 41.677860000064115, -87.5630109991581 41.677862000194146, -87.5630260005838 41.67817600036628, -87.56307099968548 41.67911900014697, -87.5630870009204 41.679434000053384)))",17,31,838800,2169,170000000000000.0,Block 2169,8388002169
15516,2431739-20160908,NF ILLINOIS LLC,1518 E HARPER CT 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.800409524,-87.58836368600001,"MULTIPOLYGON (((-87.66919200004982 41.69273900045345, -87.66948900088856 41.6922449995731, -87.66961799976004 41.69203500036805, -87.66968599948386 41.691927000178495, -87.66976099989407 41.691790000722015, -87.66976000037738 41.69171100005131, -87.6699049996893 41.69175599946614, -87.67029199945864 41.6918789995779, -87.6703430001617 41.69188999921687, -87.67041799996066 41.69190700048316, -87.67049300046854 41.69192300049271, -87.67045100003688 41.692186999841574, -87.6704450003033 41.6922319999595, -87.67036299968498 41.69290200029614, -87.670160000168 41.69288200049902, -87.6699380008814 41.69286699936858, -87.66972799965723 41.69284499918493, -87.66928800071344 41.692781000148585, -87.66919200004982 41.69273900045345)))",17,31,750200,2019,170000000000000.0,Block 2019,7502002019
15657,2398867-20160908,AMDB RESTAURANT INC,1800 N HALSTED ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.913934603,-87.64851072200001,"MULTIPOLYGON (((-87.78234699989184 41.79049999973675, -87.78228300057192 41.78866700001606, -87.78264699948458 41.78866099965454, -87.7828910007597 41.78865700006878, -87.78290400025719 41.789023000057, -87.78294500007276 41.79012199985612, -87.78295899970949 41.79048899943245, -87.78271400014889 41.79049299977024, -87.78234699989184 41.79049999973675)))",17,31,561000,1008,170000000000000.0,Block 1008,5610001008
15755,1573573-20160916,Fairmont Hotels & Resorts (U.S.) Inc.,200 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.886005833,-87.62082895700001,"MULTIPOLYGON (((-87.64790999963574 41.96938799969686, -87.6479639997853 41.96938099973093, -87.64815600007138 41.96935700057882, -87.64822700070975 41.969659999869, -87.64832100043012 41.97004699997764, -87.64846600050609 41.97056699980265, -87.64851500041094 41.97077100003009, -87.6494529998327 41.973931999961636, -87.64968100029256 41.974489999930206, -87.64928600087987 41.974658000382334, -87.64926099977116 41.97475399993397, -87.64924099992301 41.97486700042756, -87.64924500021853 41.97491699956483, -87.6492650003537 41.975028000199515, -87.64945200041275 41.9760430002317, -87.64947200051984 41.97614200036593, -87.6495070004346 41.97630700000078, -87.64952800048313 41.97644799997551, -87.64952599994938 41.976514999311014, -87.64952400028093 41.97657999992753, -87.64951800005878 41.97677499996459, -87.64951600037057 41.97684000057792, -87.64941700064928 41.97684500005358, -87.64932000020323 41.976849999651975, -87.64921600051746 41.976847999740905, -87.64912099973145 41.97684000047984, -87.64911499945075 41.97683999983034, -87.64902300019341 41.97682899958533, -87.64897000056425 41.976822999890075, -87.64886300033491 41.976806000351054, -87.64878399928348 41.97678500006681, -87.6485909993377 41.976716999857516, -87.64769699950813 41.976337000579726, -87.64754400030002 41.97626499967043, -87.64745399987777 41.976213999629124, -87.64742799978946 41.97619599982873, -87.64733300033492 41.976131999729844, -87.64727600047455 41.976077999685465, -87.64717600013134 41.975946000369085, -87.64714099981752 41.97589299965943, -87.64707300051907 41.97573400078259, -87.64704600006257 41.97561400059359, -87.64700999923632 41.97434200014755, -87.64698300042406 41.973607000617505, -87.64696499993912 41.97335500062115, -87.64695399933382 41.97319900013984, -87.64691800021879 41.97288500047259, -87.64684700042818 41.97245500050891, -87.6467369996043 41.97197399961373, -87.64668400008573 41.971768999700444, -87.64663799923363 41.97161200021304, -87.6465249999457 41.97125900035239, -87.64651000004446 41.971217999773565, -87.6464409999412 41.97102900003502, -87.6463420000352 41.97078299931474, -87.6462550003271 41.97058099996032, -87.64610100055685 41.970254000559386, -87.64602500062833 41.970099999357146, -87.64589800006632 41.96986799992179, -87.64577799914697 41.969661000218956, -87.64606200015717 41.969624000210686, -87.64691600053858 41.969514999431155, -87.64720099942696 41.96947999949351, -87.6473909998992 41.969455000210786, -87.64779699997987 41.9694029996732, -87.64790999963574 41.96938799969686)))",17,31,31300,1002,170000000000000.0,Block 1002,313001002
15825,2309124-20160616,PETE'S FRESH MARKET MADISON CORPORATION,2333 W MADISON ST,Package Goods,Retail Sales of Packaged Liquor,41.881069374,-87.68530755299999,"MULTIPOLYGON (((-87.62069400028807 41.75648399958379, -87.62071999927323 41.757913000290486, -87.6199190001944 41.75792499931842, -87.61989600084931 41.75686200052585, -87.61988899992443 41.75649799942392, -87.62021099923527 41.75649200058022, -87.62069400028807 41.75648399958379)))",17,31,691300,1017,170000000000000.0,Block 1017,6913001017
15834,2013698-20140216,"HIGHLAND PARK CVS, L.L.C.",120 S LA SALLE ST 1ST,Package Goods,Retail Sales of Packaged Liquor,41.880075102,-87.632457875,"MULTIPOLYGON (((-87.80097800023977 41.930818000417155, -87.80096999923076 41.93058700020742, -87.80096500065567 41.930453999247206, -87.80096300021405 41.93035599923167, -87.80189199940769 41.93034700034281, -87.80280000017687 41.930332000615884, -87.8028000002042 41.93034000009935, -87.80280500022403 41.93043399934872, -87.80282599914196 41.930797000096334, -87.80245600018316 41.930800000547116, -87.80134699956388 41.93081300045259, -87.80097800023977 41.930818000417155)))",17,31,831600,3000,170000000000000.0,Block 3000,8316003000
16024,2458392-20160718,"BEHIND THE SCENES CHICAGO, LLC",1746-1758 W LAKE ST 1,Caterer's Liquor License,Catering of Liquor To Events,41.885282077,-87.671329628,"MULTIPOLYGON (((-87.65641299986297 41.93623400003058, -87.65640499899652 41.9360499996795, -87.65639500046663 41.935766999611296, -87.65822199962021 41.935734000585875, -87.65823100055269 41.936009000592044, -87.65822200033304 41.93620599979497, -87.65786699930527 41.936211999553784, -87.65762500012454 41.93621700038591, -87.65738199950943 41.93622000057632, -87.65665500067198 41.93623000023152, -87.65641299986297 41.93623400003058)))",17,31,62900,3015,170000000000000.0,Block 3015,629003015
16063,2013698-20120216,"HIGHLAND PARK CVS, L.L.C.",120 S LA SALLE ST 1ST,Package Goods,Retail Sales of Packaged Liquor,41.880075102,-87.632457875,"MULTIPOLYGON (((-87.69642799969432 41.91205700051196, -87.69673399971359 41.912054999694305, -87.69679499931608 41.91205399995818, -87.69703999970594 41.91205299986163, -87.69704100059117 41.912114000522664, -87.69704599935973 41.91229699915754, -87.69704799949285 41.91235799995104, -87.6970570000809 41.91266199989352, -87.69708400075388 41.91357499988951, -87.69709099998752 41.9138020000026, -87.69709099995916 41.91382299945091, -87.69709300011571 41.913880000032805, -87.69684800026464 41.913879999961786, -87.69611299980363 41.913883000129374, -87.69586899980746 41.91388499956385, -87.69586799968484 41.91382900028606, -87.69586699968146 41.9138039995933, -87.69586599987036 41.91379400030789, -87.69585799907628 41.913522000248065, -87.69585599933598 41.913431999610104, -87.69584800042806 41.913157999895624, -87.69582400042077 41.91233599975314, -87.69581600022127 41.912062999351605, -87.696059999602 41.91206000064248, -87.69612200056525 41.91206000079309, -87.69642799969432 41.91205700051196)))",17,31,240700,1004,170000000000000.0,Block 1004,2407001004
16200,2313658-20160916,"CHICAGO SENIOR CARE, LLC",55 E PEARSON ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.897438195,-87.62602037399999,"MULTIPOLYGON (((-87.7687380003142 41.93306699928993, -87.76898100032977 41.933063000793084, -87.76904200045291 41.93306300078901, -87.76934500017305 41.93305799989846, -87.76940699998451 41.93488599998728, -87.7691040004374 41.93488999985839, -87.76904299977866 41.93488999989067, -87.76880100047258 41.93489500009972, -87.76878800075772 41.93452899971327, -87.76875000034188 41.93343199998848, -87.7687380003142 41.93306699928993)))",17,31,190402,2004,170000000000000.0,Block 2004,1904022004
16318,2146843-20161016,"BOTTLES AND CANS, L.L.C.",4109 N LINCOLN AVE,Package Goods,Retail Sales of Packaged Liquor,41.9562916,-87.68008808,"MULTIPOLYGON (((-87.68886999986371 41.8138149999968, -87.68923300021878 41.813808000075774, -87.68947500057178 41.81380499997656, -87.68948499963979 41.81416799956091, -87.68951400005317 41.81520299939749, -87.68935199982197 41.81520500033386, -87.6889429997242 41.81521800002136, -87.68891300038423 41.81521500012078, -87.68887599927123 41.81405499993366, -87.68886999986371 41.8138149999968)))",17,31,580700,3009,170000000000000.0,Block 3009,5807003009
16330,1447928-20160916,BRE/SWISS LP,323 E WACKER DR,Caterer's Liquor License,Catering of Liquor To Events,41.887556040999996,-87.61965509299999,"MULTIPOLYGON (((-87.5581369990449 41.72866700046723, -87.55814799969993 41.72921499994231, -87.55815400010191 41.72947800015991, -87.55787200010134 41.72927399938941, -87.5570279998319 41.72866500011534, -87.55674700086685 41.72846200003156, -87.55674499986512 41.72840600018884, -87.55674100045391 41.728238000693345, -87.55673999943451 41.728182999805995, -87.55701600027933 41.72817800049119, -87.55784500014856 41.72816700020617, -87.55812199964353 41.72816399927629, -87.5581289998973 41.72842599968286, -87.5581369990449 41.72866700046723)))",17,31,480500,3043,170000000000000.0,Block 3043,4805003043
16331,2163831-20161016,"SUNSTONE EAST GRAND LESSEE, INC.",10 E GRAND AVE 1-23,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.891791463000004,-87.62765774100001,"MULTIPOLYGON (((-87.60385800003075 41.80774700033697, -87.60384999986529 41.807381999445276, -87.60382700038838 41.806287999676314, -87.60381999992548 41.8059239999285, -87.60391400013437 41.805922000245324, -87.60419899988149 41.80592000022389, -87.60429500076195 41.80591899971295, -87.6043030002904 41.80628300037494, -87.60432699995695 41.80737600071802, -87.6043349992409 41.80774099977495, -87.60423899924983 41.80774200032025, -87.60395300051731 41.80774500067652, -87.60385800003075 41.80774700033697)))",17,31,390400,2008,170000000000000.0,Block 2008,3904002008
16371,2222203-20161016,"ANNAPURNA, INC.",1301 S MICHIGAN AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.865702609,-87.623965905,"MULTIPOLYGON (((-87.66084500056151 41.98694200026768, -87.66119600067593 41.98693700009638, -87.66145300055 41.98693400024097, -87.66146099993682 41.98717399972613, -87.66148499957521 41.987893999928566, -87.66149300069611 41.988135000542854, -87.66149699939304 41.98831799954319, -87.6615110000377 41.98886700013737, -87.66151300034024 41.98894199984177, -87.66152000012957 41.989051000733944, -87.66126299984734 41.9890530004639, -87.66090900007542 41.989057999457, -87.66084500056151 41.98694200026768)))",17,31,30500,1009,170000000000000.0,Block 1009,305001009
16375,2158076-20160916,"BLM-CHICAGO, LLC",224-230 N MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.886374815,-87.624675436,"MULTIPOLYGON (((-87.64733999920831 41.94364900003879, -87.64746499987767 41.944008999552175, -87.64749899928009 41.94410599991984, -87.64784200000003 41.945089000080436, -87.64796800006901 41.94544999979726, -87.64760300072328 41.94545299997937, -87.64712000011428 41.945459000450214, -87.64650800032933 41.94546400038522, -87.64631299945414 41.94546600015734, -87.6462639997065 41.94546999971589, -87.64614800004681 41.94550200008748, -87.6460659998801 41.94536900040963, -87.6458210002961 41.944972999701996, -87.6457400001175 41.944841000634554, -87.6457220002984 41.944812000323914, -87.6456700006478 41.9447269992822, -87.6456530007364 41.94469899981455, -87.64558400020043 41.94458600015635, -87.64537700015187 41.944248000298366, -87.6453079994841 41.94413599983327, -87.64525299988955 41.94404499971959, -87.64509000048261 41.94377400002927, -87.64503600012661 41.943683999761994, -87.64549600073288 41.94367599936166, -87.64687900023979 41.94365499952366, -87.64733999920831 41.94364900003879)))",17,31,62000,2000,170000000000000.0,Block 2000,620002000
16428,2334580-20150401,"DINOSAUR RESTAURANTS, LLC",923 W WEED ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.909689707,-87.651954821,"MULTIPOLYGON (((-87.66066100024426 41.85652100066441, -87.6606769997461 41.856977000084335, -87.6600690000056 41.856987000316835, -87.65946099975179 41.85699599974524, -87.65945000005236 41.85654499940895, -87.66066100024426 41.85652100066441)))",17,31,310600,2015,170000000000000.0,Block 2015,3106002015
16475,1054-20160916,"ONE ELEVEN FOOD & LIQUORS, INC.",111 N KEDZIE AVE,Package Goods,Retail Sales of Packaged Liquor,41.883234943000005,-87.70603670000001,"MULTIPOLYGON (((-87.64052699972184 41.91467000045225, -87.64055199971135 41.91466899976006, -87.64070599924999 41.91466700000047, -87.64079100043217 41.91466499986184, -87.64104900065512 41.91466099967358, -87.64113499997713 41.91466099954059, -87.64114600040972 41.91502300061284, -87.64117900004774 41.9161119999939, -87.64119100022678 41.91647500006797, -87.64094699982037 41.91647800007882, -87.64058400015229 41.91648400007945, -87.64052699972184 41.91467000045225)))",17,31,71600,1016,170000000000000.0,Block 1016,716001016
16488,2288880-20161016,GREEN GUITAR WINE & SPIRITS INC.,6816 N SHERIDAN RD 1ST,Package Goods,Retail Sales of Packaged Liquor,42.006066677,-87.661217099,"MULTIPOLYGON (((-87.68552800008152 41.91912700007296, -87.68549600045887 41.91912699960256, -87.68526699913265 41.91913199979267, -87.68500600055225 41.91913699983271, -87.68500099938609 41.918984999472585, -87.68498599985267 41.91853099983541, -87.68498099947811 41.91838000063624, -87.68524099973396 41.91837400014257, -87.68547100009518 41.918369000234684, -87.68550099946617 41.91836900023025, -87.6855010000523 41.91845999984952, -87.6855140006364 41.91874800049981, -87.68552800008152 41.91912700007296)))",17,31,221600,2027,170000000000000.0,Block 2027,2216002027
16492,1447927-20160916,BRE/SWISS LP,323 E WACKER DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.887556040999996,-87.61965509299999,"MULTIPOLYGON (((-87.67148400030034 41.91559899944992, -87.67087400090978 41.915605000161214, -87.67084299966197 41.91428200021243, -87.67084400013556 41.914282000582666, -87.6711460007352 41.91427699996682, -87.67120300091509 41.91427599977032, -87.6714469996005 41.91427199998496, -87.67145600039682 41.914627000292285, -87.67148200016317 41.915518999394166, -87.67148400030034 41.91559899944992)))",17,31,832300,1082,170000000000000.0,Block 1082,8323001082
16518,1909036-20161016,"ANNAPURNA, INC.",899 S PLYMOUTH CT 1ST G2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.870572993,-87.62844791,"MULTIPOLYGON (((-87.71027699980027 41.7483119998673, -87.7102620007428 41.74785300015923, -87.71140899986082 41.747836000340314, -87.71184700019107 41.74782999965276, -87.71185199923316 41.748012000771205, -87.71186100066083 41.74828700036778, -87.71027699980027 41.7483119998673)))",17,31,700401,1049,170000000000000.0,Block 1049,7004011049
16552,2134057-20160916,"JERRY'S SANDWICHES AV, LLC",5419 N CLARK ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.980359035999996,-87.66817124299999,"MULTIPOLYGON (((-87.58954900010576 41.75738500011655, -87.58894299975186 41.75738800007342, -87.588331999728 41.7573940004225, -87.58832499921043 41.75710599968677, -87.58832099979675 41.75692500079609, -87.58856400004264 41.75692200063749, -87.58929500053519 41.756916000118345, -87.58953900041287 41.756914000167285, -87.58954600059168 41.75727799920467, -87.58954900010576 41.75738500011655)))",17,31,834200,4015,170000000000000.0,Block 4015,8342004015
16565,1245818-20160916,CASDAN INC.,75 E WACKER DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.887861892,-87.625413041,"MULTIPOLYGON (((-87.68735700023883 41.78103000032022, -87.68734599955687 41.78066400008182, -87.6873200001168 41.77968200009906, -87.68792999990598 41.77967000010015, -87.68793600065868 41.78003100048938, -87.6879639994 41.78093500009042, -87.6879679995739 41.78102000005173, -87.68760000006372 41.78102600029729, -87.68735700023883 41.78103000032022)))",17,31,835000,4011,170000000000000.0,Block 4011,8350004011
16616,2196248-20160916,"BLM-CHICAGO, LLC",224-230 N MICHIGAN AVE,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.886374815,-87.624675436,"MULTIPOLYGON (((-87.7118070004571 41.7400520004386, -87.71167100085374 41.74005500031897, -87.70943599935481 41.74009500032746, -87.70942600059938 41.739817000142956, -87.70942100034014 41.73963499956588, -87.70941499980796 41.739454999562035, -87.70940600015733 41.73917700026869, -87.70986400027519 41.73917100040132, -87.71165399946761 41.73914000000181, -87.71177699988172 41.739137000049205, -87.71178999948573 41.73941899951835, -87.71179899987862 41.739601000037624, -87.71180200047546 41.739784000813714, -87.7118070004571 41.7400520004386)))",17,31,700402,3013,170000000000000.0,Block 3013,7004023013
16637,1447925-20160916,BRE/SWISS LP,323 E WACKER DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.887556040999996,-87.61965509299999,"MULTIPOLYGON (((-87.8039940000837 41.94713999995235, -87.8043040007535 41.94713400011469, -87.80436700028852 41.94713199993332, -87.80461399999079 41.94712699916313, -87.8046280006363 41.94749000053405, -87.8046700001738 41.948581000527696, -87.8046840003647 41.94894499936779, -87.80443699967677 41.948950000274614, -87.80437500058751 41.94895199969894, -87.80406600056816 41.94895800072808, -87.8039940000837 41.94713999995235)))",17,31,170300,5019,170000000000000.0,Block 5019,1703005019
16651,2163829-20161016,"SUNSTONE EAST GRAND LESSEE, INC.",10 E GRAND AVE 1-23,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.891791463000004,-87.62765774100001,"MULTIPOLYGON (((-87.77615199946229 41.91289600044405, -87.77631600034138 41.912894000561344, -87.77635600058034 41.91289400011804, -87.77655900027723 41.912890999700316, -87.7766389997868 41.91289000015082, -87.77688000023046 41.912885999445166, -87.77696099994442 41.91288599939181, -87.77697200051973 41.91324100016229, -87.77700599973402 41.91430599996738, -87.77701800000246 41.914661000088174, -87.77683699984006 41.91469599969528, -87.77674299986099 41.91470599971969, -87.77642199994062 41.91472700038257, -87.77631700025964 41.914723999851795, -87.77626599937707 41.914706000479754, -87.77622799951995 41.914662000284274, -87.77622100079336 41.91461600048304, -87.77619800010324 41.91405000044856, -87.77615199946229 41.91289600044405)))",17,31,250400,5002,170000000000000.0,Block 5002,2504005002
16655,1868391-20160916,"MSG CHICAGO, LLC",175 N STATE ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.885237799,-87.62778183399999,"MULTIPOLYGON (((-87.62232600014845 41.88675699969863, -87.62232299951411 41.88662100019187, -87.62231699927776 41.88627100028454, -87.62231100051555 41.88599399987545, -87.62230799970732 41.88578499993702, -87.62262799990992 41.88578099985056, -87.62359200041287 41.8857690000539, -87.6239130002752 41.885766000140336, -87.62393300088183 41.88597499972256, -87.62399299936068 41.88660399983786, -87.624012999026 41.88681399964782, -87.62367500033295 41.886817000125305, -87.62266400038718 41.886827000000835, -87.62232700018423 41.8868309993647, -87.62232600014845 41.88675699969863)))",17,31,320100,2031,170000000000000.0,Block 2031,3201002031
16681,2163830-20161016,"SUNSTONE EAST GRAND LESSEE, INC.",10 E GRAND AVE 1-23,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.891791463000004,-87.62765774100001,"MULTIPOLYGON (((-87.66388300022959 41.905192000267945, -87.66412600015212 41.90518699998473, -87.66418800004395 41.905185999983146, -87.66449400054913 41.90518099958933, -87.6644929997047 41.90527100046877, -87.66454099978502 41.9066509997964, -87.66392800081323 41.906657000283865, -87.66390599969795 41.90592399949547, -87.66389400013205 41.90556200032882, -87.66388300022959 41.905192000267945)))",17,31,241600,2009,170000000000000.0,Block 2009,2416002009
16688,2158077-20160916,"BLM-CHICAGO, LLC",224-230 N MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.886374815,-87.624675436,"MULTIPOLYGON (((-87.64101400084108 41.91100899983288, -87.63980399977784 41.911028999837505, -87.63980200003259 41.910971999205, -87.63980099970203 41.91092399986317, -87.63979200029596 41.910643000216254, -87.64039699965619 41.910631999784385, -87.6410009997605 41.9106250002353, -87.641011000737 41.91092200030089, -87.64101200001937 41.910951999213175, -87.64101400084108 41.91100899983288)))",17,31,80400,1002,170000000000000.0,Block 1002,804001002
16712,1879119-20161016,"THE JAZZ SHOWCASE, INC.",806 S PLYMOUTH CT 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.872135273000005,-87.62877589600001,"MULTIPOLYGON (((-87.65949100002791 41.91838699999395, -87.65946199987697 41.91842700005205, -87.65945599990249 41.918458999660615, -87.65945099979965 41.91848900009066, -87.65945800042677 41.91871799997123, -87.65948000058195 41.91937900014206, -87.65948399982551 41.919491000062266, -87.65949800049758 41.91983600050628, -87.65925399977084 41.91983800041633, -87.658891000065 41.91984200010408, -87.6588829997373 41.919704000209414, -87.65884999989021 41.91848800038986, -87.65883900063619 41.91838799949131, -87.65949100002791 41.91838699999395)))",17,31,832500,2040,170000000000000.0,Block 2040,8325002040
16744,2134058-20160916,"JERRY'S SANDWICHES AV, LLC",5419 N CLARK ST 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.980359035999996,-87.66817124299999,"MULTIPOLYGON (((-87.58061100017879 41.7388060003486, -87.5803670004733 41.73880900066891, -87.58000300016138 41.73881399948043, -87.57997700040274 41.73739900049987, -87.58058000052655 41.737389999936234, -87.58057999982019 41.73743699969371, -87.58058599944692 41.737714000042416, -87.58058999990737 41.73789600006871, -87.58059400004333 41.73807699978575, -87.58060199986421 41.73835000029726, -87.58060699930083 41.7386230000473, -87.58061100017879 41.7388060003486)))",17,31,450300,3016,170000000000000.0,Block 3016,4503003016
