restaurantID,name,reviewID,Review Sentiment,rating_y
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,KXrYiZ4W4NbI-cNTk-R0hg,negative,4
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,kYVI9AtE86_JWFEHmOr8Zw,positive,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,l3PuaF0YhQIifY_x2hJrLg,negative,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,lbPh7dIHE_1URW9zuHeLsQ,positive,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,LjT1KMSXh9AlzdJVRnvqGg,positive,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,MFsSCyiq4U4m2oRBr-OxQA,negative,3
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,N0x9HGiDIeGjyTCFmY1C-Q,negative,4
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,nNEgkfIl7RUoFJK8S-Bq0A,positive,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,PBIhiweCeCoqZWxPpzbt0g,positive,4
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,PGm70cpXmZHev1Zj7ZzmwQ,positive,4
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,pm5-C22osU5O9yDi-DMChQ,negative,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,qINu5f88ZA2qWBGytIUWLg,positive,4
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,QNiekD67AfsJsEV2rUB0aQ,positive,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,re3vZ26K5p18CXat6j7YqA,positive,4
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,rS3YdNgIEgsJEVj2BsF2fw,positive,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,uiCtrskTLBO6NUTNv2Iuwg,negative,4
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,UlttuwNax_8vq8GOKJb8MQ,positive,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,ur4jQte26l3ZtbEfIJSSKg,positive,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,vnSpxZMBRKocswCE8pyFeA,positive,4
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,VTTCtnSf3Ygl3EkyXgaVQQ,positive,5
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,xJIHktE4HDm9vYdHZOzN5A,negative,1
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,Y-HVhxUtAK39gSXj23QF0A,positive,4
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,yegSI27tL-hc49X-25yzxg,negative,4
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,yl3EV-vs9jEfd0WIE6J_ng,negative,2
A5K2m7FwuUU27lHyAwjGXA,Harold Washington Library Center,zayjZpFb-GtxInJnYxhkOg,positive,2
a9OSnBCgNX1djGHKQmfVQg,Chicago Wellness Center,w9LZQJEf1o0vDGENJZLjPg,positive,5
a9Sjmk4VI4uj1ULt7c7F2g,Ted Lauder - State Farm Insurance Agent,HFM_szKho-yZH-7hMa0FLA,positive,5
A9tAJqtGcIhmT7mz4hmGmQ,Pedersen Room,a0kG32EMEo5EKm94UXvSxg,positive,3
A9tAJqtGcIhmT7mz4hmGmQ,Pedersen Room,wvkLaGHJFs-w82fZf0dZFQ,negative,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,54EpT8mvRgdT6oZ62MbZjA,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,5Tt3e3UiB12qM1Nj7uhW3Q,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,A3Yy4Os6azrH7MwZtVvOTQ,negative,2
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,B9G996zW0496AlQ023L5Dw,negative,5
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,cW0VB2FgDC8ByRVk_YUm4Q,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,DimPt5jatZ49aac9oIkHDA,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,eXeQl1IqStOkJrv7pZdzGQ,negative,2
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,f5mf2DQOWtK-UOHQLfuZew,positive,2
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,IWOfwZkFoghhHT8ZjXBh3A,negative,3
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,jyPKmvJ7NJC1Chr1TLP3og,positive,2
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,KD7yzCuhwuR68WzJEYlTJg,negative,2
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,kdDwFX4qtgHF8lcRwrh7ng,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,LuaWVND2iStywtPGm8WscQ,positive,3
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,M_j-asQmFKVxLH67vfnfHw,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,NYXMS-dFU56TaI8WRMYIlQ,negative,1
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,O5p1PQyM2RZjSMzl_L349w,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,pWpl98kjDLmp-3xGYLfgQA,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,pyA0ItFVJlP5IlPUBEVO2Q,positive,3
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,pz9XKZ2rgc0Wyxv4wIwrRQ,positive,5
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,RuB00wKHpAwXiqg6ZmUTkA,negative,3
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,RW0WNJMMW3bhEaYp5_4kyA,negative,3
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,T5tg5Slzn9X1sTR_bt22XQ,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,tHeIeZ7cVmWD_YoCrnUHcA,negative,3
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,ttknWcvrUVsSWNYp7Ts-7A,positive,5
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,vp9M24vojTEld38CYKQetw,positive,5
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,wCqZROY5U_icb6yNr2up6Q,positive,5
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,wHET4H-K5_45w23ybrNcgQ,negative,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,wus2u-ZrQ62WHqFJXPhLzQ,negative,3
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,X1AMUuiSU2mGzy-S1Vd0CQ,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,XfQ0qMXnDM-x6HXlygA_Vw,positive,4
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,XJGOijrv_aNeOCM-o4SKkw,positive,5
A9wblr25wvwG_KYBdR9Xtg,Cupcake Counter,xXRXH1xTyMuZZzjaKpXYCg,negative,2
AaitOffa8IQQPjiOvKzjBA,Quincy Loop CTA,BhXYbapg9Kom1VKqMQDaJg,positive,5
AaitOffa8IQQPjiOvKzjBA,Quincy Loop CTA,Pvltgibk1AkPgVSkk6Pwxw,negative,5
Aatx2OTJh2XFWcnNP0LQ1A,FedEx Office Print & Ship Center,F9gWM95ZMzlKwPUGWwj94Q,negative,2
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,1eYRGy62b93merrAWgE2Bg,positive,4
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,5Oso4DaSxexjWRwIzcCZfg,positive,3
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,6zaJnn94gn22W8-mGMRnYw,positive,4
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,bCCAH7mZ3IvpIcq9vGGM8Q,positive,4
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,E1ZeD9-yVZRz-vIl7rBZUQ,positive,4
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,fRd3oeG4seGSUg5u_rs7vA,positive,2
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,kWFFOy21tePFv3ukumpWhQ,negative,4
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,Q-jTQ3YYZbLVyuT061XCKA,negative,4
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,QLe2MgaD4LSCkh6h43OjNw,negative,4
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,UK8nLS2Bm8Q8u2r0UYkzzQ,positive,4
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,VLz7H6SptLrH5H6i2yXGng,positive,3
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,Wr2nsQpLXdEMGpthSLFbGw,positive,4
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,XBu2fq3oMOXO0OlC8Z1dyg,negative,3
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,xsMcTVfcu4Oa11YpmoT1mg,negative,3
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,yHONQCXjdwJma-hcHozj6w,positive,5
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,yqWYm7wcDI57EmEjhiWE_A,negative,2
AaVl-ga8xOWAUCDGSYjdgA,Tokyo Lunch Boxes & Catering,ZmTMsyaWEHOT0pB_aIeY2g,positive,3
Abdu_0BgWWNtXSa1IXEGjw,I Do Photo Booths,GI6YeJjUpfJygfj26gAf0A,positive,5
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,04tHR-St7whVssqNzCKEkQ,negative,4
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,76_iXDYwy2NMHzUNnGXIdg,negative,3
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,98HW5zfwIQShVUPvKIfyiw,negative,4
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,c6ITEPfJm5jt2uWAEaNhYg,positive,4
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,dt6JEcG_XVnUuqF43k-_uw,negative,3
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,E6wCaBDZhamGAtHPMymNqw,positive,5
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,eAof6W9IJw0KM9Na6hx5qg,positive,1
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,gEyQ_YTgoEDi2wtIbkTKoQ,negative,3
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,nfyImmJm8_nBjaGAX4RDiA,negative,1
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,TdSGu7cXzcnpiPS9v6fYnA,positive,3
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,TR7yjADFNkKnhBngSGpdbw,negative,5
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,uFd8bEF6r9k2UggvGiOFrw,positive,4
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,Vxa_yjGgapnw01HMlI-ISQ,positive,5
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,yg4ZzthMiqomPexhH_r-DQ,positive,3
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,YPwdTLSCQaBetKez7E-StQ,negative,2
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,ze5s2xqOzYjmFhnCCqjkEg,negative,3
aBo8SSXxt41A13CBtkOaRw,Sears Roebuck and Co,ZjNUH9eHcn8btrznRC9UmA,negative,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,-6JwOR4I7hJskRWZv_P9rg,negative,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,4GsBF8seTApd3VlfVdy8uQ,positive,5
aBpuRoJjgRBuXE07UFIP8A,Union Station,4t3U9cZR-jVYCJQdjWLWxQ,negative,2
aBpuRoJjgRBuXE07UFIP8A,Union Station,4V-dFACLUjpN1l5Gb9cHDQ,negative,2
aBpuRoJjgRBuXE07UFIP8A,Union Station,5hcXwUJNpY6EabThCpLYow,negative,2
aBpuRoJjgRBuXE07UFIP8A,Union Station,60mZKIZlEtmkNNUgNmYDiA,positive,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,7fyW-WJJNMaUEAXPwudpSg,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,7Sq7Lx1EC5_O2Yp9zoWzyw,positive,2
aBpuRoJjgRBuXE07UFIP8A,Union Station,aDmUlSRzedEMxVfL99653g,negative,1
aBpuRoJjgRBuXE07UFIP8A,Union Station,bdXJm99yLBCadhskkCbgLQ,negative,2
aBpuRoJjgRBuXE07UFIP8A,Union Station,BNSMS49NtFJDQd4RmL1Z9g,negative,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,BYsKB4rxecvDt521H8SYYg,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,CYHvP_t1gmqAz3_XK-sbVQ,negative,2
aBpuRoJjgRBuXE07UFIP8A,Union Station,DAG-Z9EHhHM0EaQaleYq_w,negative,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,Eb6xIVqOoSZRTqvlPrMBTA,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,ffC3O0-wDD3AVcMoZFu2iQ,negative,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,fMBsAJn7o0fLYH_K556t3A,negative,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,fS-e7PfA98ZPP9o80WtWrg,positive,2
aBpuRoJjgRBuXE07UFIP8A,Union Station,gsW7q8F6O45zoZFCKQsN3Q,positive,5
aBpuRoJjgRBuXE07UFIP8A,Union Station,h2tWZfPPlEP9NnDUbmG1vQ,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,hBLwWBCIa0n5QP25lDNAkQ,negative,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,IyvSWSptRb_euCUvLR89-w,negative,2
aBpuRoJjgRBuXE07UFIP8A,Union Station,J62AQcPqk6JuPDJUWgqTAA,negative,1
aBpuRoJjgRBuXE07UFIP8A,Union Station,kBqGvTRBODSPHp8lEe6g_w,positive,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,KOll2uDR0QIIokzGrC0bUQ,negative,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,Lijgk0pRiYzXxt0YADOs0w,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,Ls8af4KxRreHc_eE0wsp7g,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,mztscw7AA4g9HLzpAzwPTQ,positive,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,pyg-9pf3M_Q4ZLUETw74Vw,negative,2
aBpuRoJjgRBuXE07UFIP8A,Union Station,PzXKcznSYxaj4RxqDHO7UA,negative,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,Q4l2P0qmvo5wZLP6MH_g2A,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,QaL-i5u06rt2BXzQi6GdZA,negative,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,RAsDMrIPmQp1uR8qOd2Xkw,negative,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,rrbx3Lo42M-DpbNkXkvmzA,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,SiT-Gd4xOh4uwew2d9pc3g,negative,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,UBLgndYiA2Hua04iDVwMhw,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,UMuD4iUiGT68IsHHEWvXgg,positive,3
aBpuRoJjgRBuXE07UFIP8A,Union Station,usa4aBR4iKapmxMEnmgFzw,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,vIwAvQUsc1PuCaKaggTbTg,negative,5
aBpuRoJjgRBuXE07UFIP8A,Union Station,XooJwh9SZEd0nCo2PLRSIw,negative,5
aBpuRoJjgRBuXE07UFIP8A,Union Station,YDjMHhYUff9UaTkTBF_wrg,positive,4
aBpuRoJjgRBuXE07UFIP8A,Union Station,z90NOd-HuoGssXO-DZELdQ,positive,4
ABV1Ow2DMdBZAHVz5RrcOw,Burlington Coat Factory,XOGVvSNXFTkgUrrTs6RDLA,positive,5
Ac62XmrbvgRkS_FIa_C-Dg,Crumbs Bake Shop,0MLPFpv49vhfiukDsEuFrQ,negative,3
Ac62XmrbvgRkS_FIa_C-Dg,Crumbs Bake Shop,BW9dQteup-qjuuX8fxfkhQ,positive,3
Ac62XmrbvgRkS_FIa_C-Dg,Crumbs Bake Shop,EwJbvXXpSnfPiqK9b4kuXQ,negative,2
Ac62XmrbvgRkS_FIa_C-Dg,Crumbs Bake Shop,hN29lyRIaF1Ow-ZN9JPghg,negative,4
Ac62XmrbvgRkS_FIa_C-Dg,Crumbs Bake Shop,qvWMG6f5bq-ogTyPTig8Hg,positive,4
Ac62XmrbvgRkS_FIa_C-Dg,Crumbs Bake Shop,rjhTVV71KhXdpLPzKIHp-A,positive,4
Ac62XmrbvgRkS_FIa_C-Dg,Crumbs Bake Shop,SjUjat7wGzL6IKzyPwWjIg,negative,2
AC6Ih0RX3CrhSfpGDRYV-A,Mayor Rahm Emanuel,e7d0TuJQkT1Xu8sqoayYKA,negative,1
AC6Ih0RX3CrhSfpGDRYV-A,Mayor Rahm Emanuel,K3dOxb3f892lVEPcx-AgbQ,negative,2
Ac6XpH8gKVuQs0VXh_BZIQ,Pret A Manger,_hiNonzqBp3ie9jgzNjj0A,positive,5
aCFgGok-JMpCisy8vt0jbw,Mid-America Club,0euL8ZYgmtZKvJR5-6fOdg,positive,4
aCFgGok-JMpCisy8vt0jbw,Mid-America Club,4Y8ayHW_GivUc2ydETfRRQ,positive,2
aCFgGok-JMpCisy8vt0jbw,Mid-America Club,E20yJhl4_dAHQdyAYgiFEg,positive,5
aCFgGok-JMpCisy8vt0jbw,Mid-America Club,G5lskFsVRTOOIrh8A2qznw,negative,2
aCFgGok-JMpCisy8vt0jbw,Mid-America Club,J1ZLzgbdxtOSkOLei2-H7Q,positive,2
aCFgGok-JMpCisy8vt0jbw,Mid-America Club,wlJ1bMZoAzyNQupdoGTy4g,positive,1
aCFgGok-JMpCisy8vt0jbw,Mid-America Club,YeJLvV_TDGoMwN8Fv1Ac2w,negative,1
Ad46pgx55ijgn-JsJs8MFg,Wabash Cleaners,16Dv_hYEM2IlDhEKNPQfEw,negative,5
Ad46pgx55ijgn-JsJs8MFg,Wabash Cleaners,dw58Cku6vNUon041pLk_zQ,positive,5
adviW7UIS1ZZmax8FGvpsg,Anchor Behavioral Centers,77BzoMk_es2kI7QMzByeEg,positive,5
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,30qbzq9TtxRGjidZSPyfSA,negative,4
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,39USWprbtkLIPmSCQoyAzw,positive,4
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,4FoFSb3kc-Ut6s3tuX8lWA,positive,4
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,5dsBQbI6FbMJwcIZl72W1w,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,64-CyJwfjVbaynE-H6VHcg,positive,5
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,9hnpTqc9oPzwSOkRwbXb5Q,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,9ZFIOs60Dahq4vNZrOSBuA,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,bE9-OO-mQOIFUdtd4tv34Q,negative,2
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,cPydTHzh4HQlxv1dnECdgA,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,dJJCdvorDAz5NIto-2YWlg,positive,4
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,Edj3rpqTruyuvrs9QMQ8hg,positive,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,EyepuyBPUhxj6lUsB0ijvw,negative,2
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,ffXRQO0864_823_PnCSEeQ,negative,1
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,FkhvcLW2UXLxYwC_plbOMA,positive,5
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,f_kAQF6j4qwk7bftLnxKwA,negative,4
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,giZiOAq45N6KCuSJJ27KpQ,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,h91rQ4CwqZakXTZ6xFsVRw,negative,1
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,HOoGnSU2jp-QxQ1bEIkddg,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,HtqdO8LeyyBmiS8XtlTBaA,positive,5
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,iuWwr8GdncAwYa1ZXvXU5Q,positive,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,ke0qZtMm2Ek6rh3Se4-wmQ,positive,5
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,kQaISmxGfktRz32-fr6mWw,positive,1
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,lFyNZaorVI_3ZWFju8w0IA,negative,4
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,M3I9i-YVQxGbhPVLN556bw,positive,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,mVXM0wI852tdzgQmRIk54w,negative,2
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,oMdLAZmLo-IwUWf1sVnFbA,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,OTFiyIHetZ37-6QwniYjng,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,pgZgiobgwTfrZJqHjGw6aA,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,qTD1cih9hr5SGnJIHZIDPw,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,Qu_-0aF7wtMoq9TH6IiOQg,negative,4
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,RC4xIQIcukPZXdJSN-rZVw,positive,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,Ss7kaVudlfw6QZyP_pyQIg,negative,2
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,tcoX_srDZ91xslqkjDWIWg,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,Vn5vxht8PoWvmT8QM2uk7A,negative,3
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,wwjyF2WDVsg8oPdCJu7lmQ,positive,4
ADvyx_tqnESKuKEfowgzyg,Weather Mark Tavern,zl0jPWsONNQtGPN9I1Rk3Q,positive,3
aE-9khAZEi2jPb4kYL-wWw,Ehrlooms,wTOpFpOl2mRWHt1bvawPrw,positive,5
AEE88otvh7TEo0v-JuAhtg,Charlotte Russe,03TGXk7AeqobJwVjiyNFQw,positive,3
AEE88otvh7TEo0v-JuAhtg,Charlotte Russe,EwmHpe14nRDp1edizCh9vQ,positive,4
AEE88otvh7TEo0v-JuAhtg,Charlotte Russe,j6opX7kA9moFJmxigAbfuA,positive,4
AEE88otvh7TEo0v-JuAhtg,Charlotte Russe,p-e5b5fA4-t7h61Pn_eDPQ,positive,4
AEE88otvh7TEo0v-JuAhtg,Charlotte Russe,PDoQrD3EFrhX4J6dOTENbQ,positive,3
AEE88otvh7TEo0v-JuAhtg,Charlotte Russe,UyO8KECIgQ94yzf8hpZ0NA,positive,5
AEE88otvh7TEo0v-JuAhtg,Charlotte Russe,wfSAL64vZbaa7agR2BInbg,negative,3
AEE88otvh7TEo0v-JuAhtg,Charlotte Russe,X4Cun48pPp0glmSpNQ8Mrw,negative,3
AgN30Sf7VIRuicScI7Vc9A,Books In The City,lHFgWytcYRKg3wAEauJWbA,positive,3
AgN30Sf7VIRuicScI7Vc9A,Books In The City,Q503wfkVgYYRisTYSyWYww,positive,4
AhO_v_j3bRcSYu2KwmfEtA,Gerson H Kaplan MD Sc,c9fjrYFMyOdy7bcxpgf3cQ,positive,1
AJc7NES7-nHIkyfS7HN5Jw,Windy City Massage,4A4OhZN_qTUHYiZHLmZSxw,positive,5
AjixnGg8zNKIPdWuwJAJKw,H & M,0KI23TWoChAWeGOmW8HAGQ,positive,4
AjixnGg8zNKIPdWuwJAJKw,H & M,4My7I2_d3ZQjnP-EBruRJg,positive,4
AjixnGg8zNKIPdWuwJAJKw,H & M,6XOfkzC3hPZ2kugRWu35iA,positive,4
AjixnGg8zNKIPdWuwJAJKw,H & M,6ykCOYnwUrp2aXuLTcDFvw,negative,4
AjixnGg8zNKIPdWuwJAJKw,H & M,bjGAtkYKfeS9mgNTgrFlAw,negative,4
AjixnGg8zNKIPdWuwJAJKw,H & M,c4xanxn9ehMU8m7glCWxFA,positive,5
AjixnGg8zNKIPdWuwJAJKw,H & M,fA3cloKCIUDU9lOYKKsdSw,negative,1
AjixnGg8zNKIPdWuwJAJKw,H & M,GDnxbXE37SeNdyLTmeT_5g,negative,3
AjixnGg8zNKIPdWuwJAJKw,H & M,h9s7SQmAe-mAg9R81npmvg,negative,4
AjixnGg8zNKIPdWuwJAJKw,H & M,hdY4IA-RX2chaq5423PCnQ,negative,4
AjixnGg8zNKIPdWuwJAJKw,H & M,JuYXQwbQ_oho-Ax427SvjQ,negative,1
AjixnGg8zNKIPdWuwJAJKw,H & M,KoQIvsumjbT20ZrnbFFUdg,positive,3
AjixnGg8zNKIPdWuwJAJKw,H & M,KqhS3KPHWWP0kl8ZrtmFPg,positive,3
AjixnGg8zNKIPdWuwJAJKw,H & M,KRiaSBmE1CNONbb9noxzrQ,negative,3
AjixnGg8zNKIPdWuwJAJKw,H & M,l1od-Nf87vMjNf2W49tMPw,positive,4
AjixnGg8zNKIPdWuwJAJKw,H & M,lbPZD8Qu7Jx1t1wk4BDKog,negative,3
AjixnGg8zNKIPdWuwJAJKw,H & M,lDd16_UHnKwjGFTBCOpPmQ,negative,5
AjixnGg8zNKIPdWuwJAJKw,H & M,lP9gJ8pvsDMWsvPGBK08HA,positive,3
AjixnGg8zNKIPdWuwJAJKw,H & M,m2tJklN91_umRiZM_RuOQQ,positive,4
AjixnGg8zNKIPdWuwJAJKw,H & M,MfY1R2o01fZQqU7WroLsDw,positive,5
AjixnGg8zNKIPdWuwJAJKw,H & M,qhixOK4IMPBKYuvCbyO-Rg,positive,5
AjixnGg8zNKIPdWuwJAJKw,H & M,ShamD9l9RxRRlZ2T0I-sDQ,positive,4
AjixnGg8zNKIPdWuwJAJKw,H & M,umIBQ9XC0z-uEUq6d706eQ,negative,2
AjixnGg8zNKIPdWuwJAJKw,H & M,WF-3ualgGVPIPYA-LE1Trg,positive,2
AjixnGg8zNKIPdWuwJAJKw,H & M,WNHt5l3maHmNHvah2pHEpA,positive,4
AjixnGg8zNKIPdWuwJAJKw,H & M,yG-dUkiKxXnSwbZIhmuXcA,negative,3
AjixnGg8zNKIPdWuwJAJKw,H & M,YQyP682TpV6xNkjPulhn5w,positive,5
